speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Agent,"Baik. Terima kasih sebelumnya Ibu Intan, tolong masukkan kartu kredit dengan benar. Baik, jika untuk dari perihal pembatalan tersebut ya Bu ya, maka di sini nanti prosesnya adalah 2 hari kerja. Dan kemudian untuk premi yang sudah dibayarkan nanti tidak dapat dikembalikan ya Bu.",neutral,normal,middle,12.6,26.4,2
Customer,"Oh, enggak bisa dibalikin ya Mbak ya? Yang sudah pernah saya eh bayarkan itu?",negative,rising,middle,26.4,33.2,2
Agent,"Iya, betul Ibu Intan.",neutral,normal,middle,33.2,36.1,2
Customer,"Oh, padahal barangnya saya bayar tadi protektornya banyak lho Mbak. Itu Rp2.730.000 eh ya Rp2.730.000. Itu enggak bisa dibalikin ya Mbak ya?",negative,rising,middle,36.1,48.6,2
Agent,"Iya Ibu, jika yang sudah dibayarkan tidak bisa dibatalkan Ibu Intan. Mohon maaf.",neutral,normal,middle,48.6,55.4,2
Customer,Maaf,neutral,falling,middle,0.0,0.4,3
silence,,neutral,none,none,0.4,0.8,3
Agent,"Oh ya sudah deh kalau gitu buat laporan lungsur ya di bateri aja deh, biar bulan depan saya enggak ditagih lagi",neutral,falling,middle,0.8,3.4,3
Customer,Baik,positive,falling,middle,3.4,3.8,3
Agent,"Baik Ibu, jika permintaannya di sini, saya akan proses ya, mau ditunggu?",neutral,rising,middle,3.8,5.5,3
Customer,Oke,positive,falling,middle,5.5,5.9,3
Agent,Baik,positive,falling,middle,5.9,6.2,3
Agent,"Baik terima kasih, Bu Intan, di sini laporannya sudah saya bentuk ya, saya informasikan di Charlie Bravo Golf 1123456, dan ini membutuhkan proses maksimal 5 hari kerja ya",neutral,falling,middle,6.2,12.6,3
Customer,Oke,positive,falling,middle,12.6,13.0,3
Agent,"Baik, ada lagi?",neutral,rising,middle,13.0,13.6,3
Customer,"Ada nih, 2 hari masa kan 5 hari?",neutral,rising,middle,13.6,15.3,3
Agent,"Baik, mohon maaf ya Bu ya, untuk pelacakannya saya revisikan di 2 hari kerja ya Bu",neutral,falling,middle,15.3,19.5,3
Customer,Oke,positive,falling,middle,19.5,19.9,3
Agent,"Baik, ada lagi yang bisa saya bantu Bu Intan?",neutral,rising,middle,19.9,22.0,3
Customer,"Enggak, dah gitu aja",neutral,falling,middle,22.0,23.5,3
Agent,"Baik, sumangat terima kasih Bu Intan, selamat beristirahat di sini aja, selamat sore, sukses selalu Bu",positive,falling,middle,23.5,29.0,3
