speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Customer,Ibu Nina terima kasih atas kesabaran menunggu ya Ibu,positive,falling,middle,2.6,5.6,4
Agent,Heeem,neutral,falling,middle,5.6,5.9,4
Customer,Ini kan eh Ibu sebelumnya pengajuannya eh baru beberapa hari yang lalu ya Ibu,neutral,falling,middle,5.9,10.5,4
Agent,Heeem betul,neutral,falling,middle,10.5,11.3,4
Agent,Baik untuk proses pengajuannya itu paling cepatnya 2 minggu jadi paling kami sarankan Ibu Nina bisa menghubungi kami kembali atau nanti ditunggu kurang lebih 2 minggu Ibu seperti itu atau 14 hari gitu,neutral,falling,middle,11.3,22.1,4
Customer,Heeem,neutral,falling,middle,22.1,22.5,4
Customer,Heeem,neutral,falling,middle,22.5,22.8,4
Customer,Oh oh 14 oh 2 minggunya berarti hitungannya hari kerja ya,neutral,rising,middle,22.8,28.3,4
Agent,Iya betul,neutral,falling,middle,28.3,29.1,4
Customer,14 hari kerja Mbak oh 14 hari kerja mungkin sekitar 3 mingguan ya,neutral,falling,middle,29.1,35.5,4
Agent,Iya sekitar itu,neutral,falling,middle,35.5,37.0,4
Customer,Betul Ibu oh,neutral,falling,middle,37.0,38.5,4
Customer,Mungkin akhir bulan kali saya telepon ya,neutral,falling,middle,38.5,42.2,4
Agent,Iya betul Ibu,neutral,falling,middle,42.2,43.8,4
Customer,Oh gitu ya sudah oke deh Mbak,neutral,falling,middle,43.8,47.5,4
Agent,Baik ada lagi Ibu Nina yang bisa saya bantu,neutral,falling,middle,47.5,50.9,4
Customer,Iya eh itu aja Mbak,neutral,falling,middle,50.9,53.2,4
Agent,Baik terima kasih Ibu Nina sudah menghubungi kami ya selamat sore sehat selalu ya Ibu,positive,falling,middle,53.2,60.2,4
Customer,Iya,neutral,falling,middle,60.2,60.6,4
Customer,Iya terima kasih Mbak,positive,falling,middle,60.6,63.0,4
Agent,Sama-sama Ibu,neutral,falling,middle,63.0,64.5,4
silence,,neutral,none,none,64.5,65.2,4
