speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Customer,"Eh, oke oke.",neutral,falling,middle,40.5,41.8,4
Customer,"Salam ini ya Mbak, satu lagi eh coba boleh eh rincian ini Mbak sebentar ya.",neutral,falling,middle,41.8,47.9,4
Agent,Iya.,neutral,falling,middle,47.9,48.2,4
Customer,"Oh ya, ganti kartunya gimana ya?",neutral,rising,middle,48.2,51.6,4
Customer,Baik saya konfirmasi kartu debit dulu Ibu,neutral,falling,middle,0.0,1.3,5
Agent,Untuk penggantian kartu debit silakan nanti Ibu bisa datang ke cabang dengan membawa dokumen KTP buku tabungan,neutral,falling,middle,1.3,4.3,5
Customer,He eh,neutral,normal,middle,4.3,4.8,5
Agent,jika ada tabungannya Ibu kemudian eh nanti akan dikenakan biaya penggantian kartu Rp30.000,neutral,falling,middle,4.8,8.3,5
Customer,He eh,neutral,normal,middle,8.3,8.8,5
Customer,Ah bayar Mbak Rp30.000,neutral,rising,middle,8.8,10.5,5
Agent,Iya betul Ibu,neutral,falling,middle,10.5,11.7,5
Customer,Kenapa harus bayar sih saya kan tabungannya banyak Mbak,negative,rising,middle,11.7,15.3,5
Agent,Iya Ibu karena kan di sini eh kartu debit Ibu hilang seperti itu jadi di sini eh nanti akan dikenakan untuk biaya Rp30.000-nya,neutral,falling,middle,15.3,21.8,5
Customer,Ooh enggak baik ya bukannya gratis Mbak,negative,rising,middle,21.8,25.0,5
Customer,Enggak ada program gratis gitu,negative,falling,middle,25.0,27.5,5
Agent,Belum ada Ibu tetap dikenakan seperti itu,neutral,falling,middle,27.5,30.5,5
Customer,Haduh saya kartu debitnya eh di mana nih kamu kan seringnya kan di Malaysia banyak nih,negative,rising,middle,30.5,36.5,5
Customer,Saya bisa ganti di Malaysia enggak,neutral,rising,middle,36.5,39.2,5
Agent,Penggantian hanya bisa di eh cabang Indonesia Ibu,neutral,falling,middle,39.2,43.6,5
Customer,Ooh haduh ribet dia padahal sama-sama sih ambil,negative,rising,middle,43.6,47.8,5
Customer,Saya di Malaysia,neutral,falling,middle,47.8,49.8,5
Agent,Iya mohon maaf Ibu,neutral,falling,middle,49.8,52.1,5
Customer,Ah ya sudah,neutral,falling,middle,52.1,53.8,5
silence,,neutral,none,none,53.8,55.2,5
Customer,Udah lah,neutral,falling,middle,0.0,0.5,6
silence,,neutral,none,none,0.5,0.8,6
Agent,Oke baik,positive,falling,middle,0.8,1.3,6
silence,,neutral,none,none,1.3,1.6,6
Customer,Sebelum nya Ibu ada lagi yang bisa saya bantu,neutral,rising,middle,1.6,3.2,6
Agent,Enggak ada itu aja Mbak,neutral,falling,middle,3.2,4.2,6
silence,,neutral,none,none,4.2,4.5,6
Customer,Baik terima kasih Bu Nina sudah menghubungi saya nih ya ga,positive,falling,middle,4.5,6.8,6
silence,,neutral,none,none,6.8,7.1,6
Customer,Selamat siang sehat selalu ya Bu,positive,falling,middle,7.1,8.5,6
Agent,Iya,neutral,falling,middle,8.5,8.8,6
silence,,neutral,none,none,8.8,9.1,6
