speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Agent,"Transaksi yang terjadi sebelum pemblokiran dilakukan merupakan tanggung jawab nasabah. Dan saya informasikan untuk pergantian kartu kartu debit dan pengaktifan untuk ATM mobile Bapak, nanti Bapak bisa ke kantor cabang terdekat dengan membawa KTP asli, buku tabungannya jika ada, dan nanti pergantian kartu akan dikenakan Rp30.000 ya.",neutral,falling,middle,0.0,12.76,4
Customer,"Loh, kena biaya ya, Mbak?",neutral,rising,middle,12.76,15.2,4
Agent,"Iya benar Pak, saat ini dikenakan biaya Rp30.000 karena kartu Bapak hilang. ",neutral,falling,middle,15.2,20.44,4
Customer,Terus saya harus datang ke cabang juga?,neutral,rising,middle,20.44,22.88,4
Agent,Bisa langsung ke kantor cabang terdekat Pak.,neutral,falling,middle,22.88,25.44,4
Customer,Enggak bisa dikirim aja ke saya?,negative,falling,middle,25.44,28.0,4
Agent,"Mohon maaf sekali Bapak, saat ini jika untuk pergantian kartu hilang dan pengaktifan ATM mobile, itu langsung ke kantor cabang terdekat.",neutral,falling,middle,28.0,36.8,4
Customer,"Ya mana sempat saya, Mbak, jam kerja gini kan saya harus kerja, saya enggak mungkinlah datang-datang ke cabang. Saya minta dikirim aja lah, Mbak.",negative,falling,middle,36.8,48.8,4
Agent,"Begitu, namun mohon maaf sekali Bapak, saat ini ketentuannya jika misalnya untuk pengiriman, kami itu hanya untuk pergantian kartu karena expired atau sebelum expired. Jika untuk dari hilang, berarti untuk pengaktifannya memang hanya ke kantor cabang Bapak.",neutral,falling,middle,48.8,67.44,4
Customer,"Kok gitu, saya repot lho, saya enggak bisa kalau harus ke kantor.",negative,falling,middle,67.44,74.4,4
Customer,Cabang ini tolonglah,neutral,falling,middle,0.0,1.1,5
Agent,Mohon maaf sekali ya Pak untuk jadi ketentuannya memang saat ini untuk pergantian kartu hilang itu bisa dilakukan ke kantor cabang terdekat begitu,neutral,falling,middle,1.1,5.4,5
Customer,Jika misalnya Bapak saat ini sedang bekerja Bapak juga bisa pergantian kartunya ke Digital Lounge yang ada di mall Pak jam operasinya sampai jam 8 malam,neutral,falling,middle,5.4,11.2,5
Customer,Saya jauh dari Digital Lounge Mbak saya eh enggak ke cabang juga sebenarnya jauh cuman kalau lagi saya kerja kan susah kalau dekat sih enggak apa-apa Mbak,neutral,falling,middle,11.2,19.4,5
Agent,Begitu namun mohon maaf sekali Bapak untuk eh pergantian kartu hilang memang saat ini masih di kantor cabang terdekat begitu,neutral,falling,middle,19.4,26.2,5
Customer,Enggak bisa dibantu dikirim gitu Mbak Bank-bank lain kan ada bisa kok dikirim masa sih ini ke bank besar aja enggak bisa dikirim,negative,falling,middle,26.2,35.2,5
Agent,Mohon maaf sekali ya Pak untuk ketentuan yang kami terima saat ini jika untuk kartu hilang dan pengaktifan ATM yang terblokir karena hilang memang hanya kantor cabang terdekat terlebih dahulu,neutral,falling,middle,35.2,47.9,5
Customer,Kok gitu ya pelayanannya jelek banget ya Mbak ya,negative,falling,middle,47.9,53.1,5
Agent,Mohon maaf sekali Bapak Doni nanti kami sampaikan ke tim terkait kami kembali ya Pak,neutral,falling,middle,53.1,58.4,5
Customer,Ya saya sih enggak apa-apa sih,neutral,falling,middle,58.4,61.4,5
Customer,Hmm enggak bagus ini saya eh kasih masukan ya itu,negative,falling,middle,61.4,66.3,5
Customer,Loh kalau kayak gitu-gitu tuh jangan disusah-susahin lah Sabar lah dikasih kemudahan yang yang gampang gitu loh ngurus-ngurusnya,neutral,falling,middle,0.0,6.4,6
Agent,Baik terima kasih untuk menerima masukannya Bapak Doni dan nanti kami akan sampaikan kembali Namun saat ini untuk dapat ditentukan tetap harus ke kantor cabang ya Pak,neutral,falling,middle,6.4,15.5,6
Customer,Ya ya ya sudah lah kalau gitu lah,neutral,falling,middle,15.5,19.3,6
Agent,Baik ada lagi bisa saya bantu Bapak Doni,neutral,rising,middle,19.3,22.5,6
Customer,Gitu aja,neutral,falling,middle,22.5,24.2,6
Agent,Terima kasih Bapak Doni telah menghubungi kami Selamat sore ya sehat selalu Ya,positive,falling,middle,24.2,31.6,6
silence,,neutral,none,none,31.6,32.4,6
