speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Agent,"Eh, mau enggak usah, Mbak. Saya jarang pakai juga kartu kreditnya, mending di-batalin aja. Saya takut nanti ada tagihan lagi.",negative,falling,middle,3.1,6.8,2
Agent,"Baik, sebelumnya boleh disebutkan nomor kartu kreditnya, Bu?",neutral,falling,middle,6.8,9.2,2
Customer,"Oh, iya, boleh. 5336",neutral,falling,middle,9.2,10.3,2
Agent,Iya.,neutral,normal,middle,10.3,10.5,2
Customer,9334,neutral,falling,middle,10.5,11.2,2
Agent,Iya.,neutral,normal,middle,11.2,11.4,2
Customer,4789,neutral,falling,middle,11.4,12.1,2
Agent,Iya.,neutral,normal,middle,12.1,12.3,2
Customer,1456.,neutral,falling,middle,12.3,13.0,2
Agent,"Baik, dengan Ibu siapa saya bisa bicara?",neutral,falling,middle,13.0,14.6,2
Customer,Saya dengan Nina. Ibu Nina.,neutral,falling,middle,14.6,16.2,2
Agent,Ibu Nina. Kartu nya sudah dilengkapi dengan PIN?,neutral,falling,middle,16.2,18.2,2
Customer,"Iya. Aduuh, memang gak bisa di-protect banget, Mbak?",negative,falling,middle,18.2,20.5,2
Agent,Kartu nya sudah dilengkapi dengan PIN?,neutral,falling,middle,20.5,22.2,2
Customer,"Oh, sudah, sudah.",neutral,falling,middle,22.2,23.1,2
Agent,Sudah ya? Saya alihkan terlebih dahulu Ibu ke sistem untuk verifikasi.,neutral,falling,middle,23.1,26.5,2
Customer,"Mbak, takut banget lagi, Mbak.",negative,falling,middle,26.5,28.4,2
Agent,"Halo, Ibu.",neutral,falling,middle,28.4,29.3,2
Customer,Halo.,neutral,normal,middle,29.3,29.7,2
Agent,"Di-angkat saya ya? Oh, sudah, sudah, sudah.",neutral,falling,middle,29.7,31.8,2
Agent,"Baik, saya alihkan Ibu eh terlebih dahulu ke sistem. Silahkan tekan PIN Ibu diakhiri dengan tanda pagar. Saya alihkan ya, Ibu. Silahkan.",neutral,falling,middle,31.8,37.5,2
Customer,Iya.,neutral,normal,middle,37.5,37.9,2
silence,,neutral,none,none,37.9,40.5,2
Agent,PIN yang Anda masukkan benar.,neutral,falling,middle,40.5,42.6,2
Agent,"Terima kasih, Ibu Nina. Sebelumnya untuk proses lebih lanjut eh",positive,falling,middle,42.6,46.6,2
Agent,Eh akan saya kirimkan kode verifikasi melalui SMS Ibu di nomor yang terdaftar Eh sudah saya kirimkan Ibu Apakah sudah Ibu terima,neutral,rising,middle,0.0,3.48,3
Customer,Iya sudah terima Mbak,neutral,normal,middle,3.48,4.26,3
Agent,Baik Saya alihkan Ibu kembali ke sistem Silakan ada instruksi di terangkan nama kode paspor tanpa bagian Saya alihkan Ibu Silakan,neutral,normal,middle,4.26,8.39,3
Customer,Iya,neutral,normal,middle,8.39,8.66,3
Agent,Paspornya Anda masukkan benar,neutral,normal,middle,8.66,9.65,3
Customer,Terima kasih Ibu Nina Saya proses terlebih dahulu Ibu Mohon ditunggu,positive,normal,middle,9.65,12.88,3
Agent,Iya,neutral,normal,middle,12.88,13.15,3
silence,,neutral,none,none,13.15,13.62,3
Agent,Ibu Nina terima kasih atas kesabaran menunggu Saya konfirmasi terlebih dahulu Ibu hari ini tanggal 18 Januari 2025,positive,normal,middle,13.62,19.12,3
Customer,Iya,neutral,normal,middle,19.12,19.35,3
Agent,Dengan saya viral sudah kami proseskan permohonan pembatalan sertifikat protektor karena Ibu tidak ingin dikenakan premi nya Ibu dengan nomor pengaduannya Charlie Bravo Golf Love Romeo Echo 115521003355 Laporan Ibu memerlukan waktu penanganan sampai dengan tanggal 10 Januari 2025 di jam kerja Ada lagi Ibu yang bisa saya bantu,neutral,normal,middle,19.35,32.51,3
Customer,Eh oh hari setengah 12 berarti hari Jumat ya,neutral,rising,middle,32.51,34.42,3
Agent,Iya betul Oh oke Nah selama ini Mbak kalau saya mau ngecek eh rekening bisa enggak ya Saya mau ngecek saldo,neutral,rising,middle,34.42,39.42,3
Customer,Ibu,neutral,falling,middle,0.0,0.2,4
Agent,Eh baik Ibu sebelumnya di sini untuk nomor rekeningnya berapa Ibu,neutral,falling,middle,0.2,1.6,4
Customer,Eh rekeningnya di eh saya enggak ingat lagi Mbak tapi saya cuma punya satu sih Mbak di Senayan,neutral,falling,middle,1.6,4.2,4
Agent,Baik saya coba cek,neutral,falling,middle,4.2,4.8,4
Customer,Iya dari sistemnya Ibu mau di cek,neutral,falling,middle,4.8,5.7,4
Agent,Boleh,neutral,falling,middle,5.7,6.0,4
silence,,neutral,none,none,6.0,7.1,4
Agent,Ibu Nina terima kasih atas kesediaan menunggu di sini untuk pengecekan transaksinya nominalnya berapa Ibu,neutral,falling,middle,7.1,10.6,4
Customer,Eh saldo Mbak terakhir saya ingat saldo di rekening itu ada 2.730.000,neutral,falling,middle,10.6,14.7,4
Agent,Eh saldo,neutral,falling,middle,14.7,15.2,4
Customer,Pasti sama enggak ya,neutral,rising,middle,14.7,15.7,4
Agent,Di 2.730.000 Ibu,neutral,falling,middle,15.7,17.0,4
Customer,Hmm,neutral,falling,middle,17.0,17.4,4
silence,,neutral,none,none,17.4,18.8,4
Agent,Ibu Nina terima kasih atas kesediaan menunggu ini bisa saya lakukan pengecekan untuk saldo terakhir per hari ini nominalnya sampai Ibu 2.730.000,neutral,falling,middle,18.8,25.0,4
Customer,Oh gitu ya udah oke sip,positive,falling,middle,25.0,26.9,4
Agent,Iya,neutral,falling,middle,26.9,27.2,4
Customer,Iya,neutral,falling,middle,27.2,27.5,4
Agent,Baik ada lagi Bu Nina yang bisa saya bantu,neutral,falling,middle,27.5,29.2,4
Customer,Enggak ada Mbak,neutral,falling,middle,29.2,29.9,4
Agent,Baik,neutral,falling,middle,29.9,30.3,4
Customer,Terima kasih Bu Nina sudah menghubungi saya nih guys,neutral,falling,middle,0.0,2.44,5
Agent,Selamat sore sehat selalu Bu,positive,falling,middle,2.44,3.66,5
Customer,Iya terima kasih Mbak,neutral,falling,middle,3.66,4.48,5
Agent,Sama-sama Bu,neutral,falling,middle,4.48,5.14,5
silence,,neutral,none,none,5.14,5.78,5
Customer,P,neutral,rising,middle,5.78,5.92,5
