speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Agent,Jadi tanggal transaksinya eee bisa langsung ya eee maksudnya saya lapor langsung via email atau saya saya harus datang ke cabang ya,neutral,rising,middle,13.4,20.1,3
Agent,Baik untuk pelaporan eee di sini Ibu bisa langsung kirim email ke kami nanti prosesnya kurang lebih 140 hari kerja Ibu,neutral,rising,middle,20.1,27.0,3
Customer,Oh gitu oke sih ya soalnya belum pernah sih Mbak lapor sanggahan kartu debit berarti prosesnya sama ya eee kayak kartu kredit ya,neutral,rising,middle,27.0,36.3,3
Agent,Iya betul Ibu,neutral,falling,middle,36.3,38.1,3
Customer,Oke Mbak,neutral,falling,middle,0.0,0.5,4
Agent,Baik sebelumnya ada lagi Ibu yang bisa saya bantu,neutral,falling,middle,0.5,2.1,4
Customer,Ee tapi sudah di san ee kartu saya sudah diblokir atau belum ya Mbak,neutral,rising,middle,2.1,4.0,4
Agent,Ini sudah saya lakukan pemblokiran Ibu untuk yang ee surat surat permohonan nya juga sudah saya kirimkan email silakan nanti Ibu bisa cek berkala ya,neutral,falling,middle,4.0,8.3,4
Customer,Oh oke ee tapi oh kartu itu sendiri nya dong ya tapi kalau kartunya saya mau ganti bisa lapor juga di Mbak atau gimana ya,neutral,rising,middle,8.3,13.2,4
Agent,Baik kalau untuk pergantian kartu silakan nanti Ibu bisa langsung datang ke cabang dengan membawa buku ee KTP dan buku tabungan kemudian nanti ee akan dikenakan biaya penggantian kartunya Rp30.000 Ibu,neutral,falling,middle,13.2,23.1,4
Customer,Oh gitu oh iya sudah Mbak oke Mbak,neutral,falling,middle,23.1,26.3,4
Agent,Iya iya gitu,neutral,falling,middle,26.3,27.5,4
Agent,Baik sebelumnya ada lagi Ibu yang bisa saya bantu,neutral,falling,middle,27.5,29.9,4
Customer,Itu aja Mbak,neutral,falling,middle,29.9,31.2,4
Agent,Baik terima kasih Ibu sudah menghubungi Syariah Mandiri selamat sore sehat selalu ya Ibu,positive,falling,middle,31.2,36.6,4
Customer,Iya terima kasih,positive,falling,middle,36.6,38.2,4
silence,,neutral,none,none,38.2,40.2,4
