speaker,transcript,sentiment,intonation,pitch range,start_time,end_time,chunk
Customer,Iya Pak 2 bulan,positive,normal,middle,20.01,20.69,2
Agent,Baik Saya proses terlebih dahulu Saya akan kirimkan kode verifikasi ke nama,neutral,falling,middle,20.69,23.77,2
Customer,handphone yang terdaftar di bank,neutral,normal,middle,0.0,1.0,3
Customer,untuk kode verifikasi nya sudah saya kirimkan melalui SMS,neutral,normal,middle,1.0,2.8,3
Customer,apakah sudah diterima Bu?,neutral,rising,middle,2.8,4.0,3
silence,,neutral,none,none,4.0,4.6,3
Agent,Baik,neutral,normal,middle,4.6,5.0,3
silence,,neutral,none,none,5.0,5.6,3
Agent,Terima kasih kode verifikasi nya sudah sesuai,positive,normal,middle,5.6,7.6,3
Agent,kemudian untuk kenaikan limit sementara nya ini sudah kami proses Ibu,neutral,normal,middle,7.6,10.6,3
Agent,Ada lagi yang bisa dibantu?,neutral,rising,middle,10.6,11.9,3
silence,,neutral,none,none,11.9,12.4,3
Customer,"Oh iya Mbak, ada lagi Mbak",neutral,normal,middle,12.4,13.8,3
Customer,ee ini alamat email saya itu kan sudah dapat,neutral,normal,middle,13.8,16.0,3
Customer,Mbak saya mau ubah data alamat email saya yang di kartu kredit saya boleh?,neutral,rising,middle,16.0,19.3,3
silence,,neutral,none,none,19.3,19.7,3
Agent,Baik,neutral,normal,middle,19.7,20.1,3
Agent,untuk perubahan alamat email saya tanyakan beberapa hal terlebih dahulu ya?,neutral,rising,middle,20.1,23.4,3
silence,,neutral,none,none,23.4,23.9,3
Customer,Oke,neutral,normal,middle,23.9,24.4,3
silence,,neutral,none,none,24.4,24.9,3
Agent,Apakah pembayaran tagihan terdaftar autodebet dari rekening CIMB Niaga?,neutral,rising,middle,24.9,28.3,3
silence,,neutral,none,none,28.3,28.9,3
Customer,Iya Mbak,neutral,normal,middle,28.9,29.7,3
silence,,neutral,none,none,29.7,30.3,3
Agent,Terima kasih,positive,normal,middle,30.3,31.0,3
Agent,"bisa diinformasikan untuk alamat email Ibu yang baru, sekalian di eja ya Bu?",neutral,rising,middle,31.0,34.6,3
silence,,neutral,none,none,34.6,35.0,3
Customer,Alamat email saya,neutral,normal,middle,35.0,36.1,3
Customer,G,neutral,normal,middle,36.1,36.5,3
Agent,Iya,neutral,normal,middle,36.5,36.9,3
Customer,Alfa,neutral,normal,middle,36.9,37.5,3
Agent,Iya,neutral,normal,middle,37.5,37.9,3
Customer,Nano,neutral,normal,middle,37.9,38.5,3
Agent,Iya,neutral,normal,middle,38.5,38.9,3
Customer,dot,neutral,normal,middle,38.9,39.3,3
Customer,com,neutral,normal,middle,39.3,39.8,3
Agent,Ya,neutral,normal,middle,0.0,0.2,4
Customer,Ya,neutral,normal,middle,0.2,0.4,4
Agent,Ya,neutral,normal,middle,0.4,0.6,4
Customer,Ya,neutral,normal,middle,0.6,0.8,4
Agent,Baik,neutral,normal,middle,0.8,1.0,4
silence,,neutral,none,none,1.0,1.3,4
Agent,Untuk perubahan alamat email sudah saya buatkan laporan saya konfirmasi hari ini tanggal 8 Januari 2025 dengan se-jika permintaan Ibu untuk perubahan alamat email kami proses dengan nomor laporan Charlie Bravo Golf Romeo Echo 0801 2500 1234 Laporan tersebut membutuhkan penanganan hingga tanggal 9 Januari 2025,neutral,normal,middle,1.3,10.2,4
silence,,neutral,none,none,10.2,10.5,4
Agent,Untuk pengecekan laporan bisa melalui layanan WhatsApp CMB Niaga di nomor 0811 978 14041 dengan menyebutkan nama lengkap beserta dengan nomor laporannya Dan untuk nomor laporan sudah kami kirimkan melalui SMS ke nomor handphone Ibu yang terdaftar di bank ya Bu,neutral,normal,middle,10.5,18.3,4
silence,,neutral,none,none,18.3,18.6,4
Agent,Dan sebagai tambahan informasi untuk kenaikan limit sementaranya membutuhkan waktu di eh,neutral,normal,middle,18.6,21.7,4
Customer,maksimalkah dua hari kerja Ibu,neutral,falling,middle,0.0,1.5,5
Agent,iya Pak,neutral,falling,middle,1.5,2.0,5
Customer,Ada lagi yang bisa dibantu Bu,neutral,rising,middle,2.0,3.1,5
Agent,Ada Pak,neutral,falling,middle,3.1,3.6,5
Customer,Baik terima kasih Bu kalau memang tidak ada lagi yang ingin saya tanyakan selamat sore selamat beraktivitas kembali Bu,positive,falling,middle,3.6,8.6,5
Agent,P,neutral,none,none,8.6,8.7,5
